source_row_number,record_id,customer_id,source_file,source_type,customer_name_raw,customer_name_clean,phone_raw,phone_clean,email_raw,email_clean,invoice_no_raw,invoice_no_clean,transaction_date_raw,transaction_date_clean,service_or_product_raw,service_or_product_clean,category_raw,category_clean,branch_raw,branch_clean,city_raw,city_clean,country,amount_raw,amount_clean,quantity,duplicate_flag,missing_field_flag,contact_valid_flag,date_valid_flag,amount_valid_flag,validation_status,review_notes
354,,,legacy_export.csv,legacy,ZARA CRAWFORD,,00000000000,,unknown,,INV1295,,25/01/25,,CUSTOMER CARE REVIEW,,STD,,SOUTH OFFICE,,LEEDS,,United Kingdom,350,,2,,,,,,,
355,,,legacy_export.csv,legacy,ALICE WAVERLEY,,00000000000,,unknown,,1296,,2025-03-02,,DEEP CLEANING PACKAGE,,PREMIUM SERVICE,,SOUTH,,LEEDS ,,United Kingdom,-600,,3,,,,,,,
356,,,legacy_export.csv,legacy,FLORENCE PRESCOTT,,00000000000,, florence.prescott@examplemail.co.uk ,,INV1297,,21-03-2025,,PREMIUM CONSULTATION,,PREMIUM SERVICE,,CENTRAL OFFICE,,BRISTOL ,,United Kingdom,525,,3,,,,,,,
357,,,legacy_export.csv,legacy,ALFIE MARLOWE,,+44 7872 830 248,,alfie.marlowe@@examplemail.co.uk,,1298,,17-02-2025,,INSTALLATION SUPPORT,,STANDARD,,SOUTH,,BHAM,,United Kingdom,0,,4,,,,,,,
358,,,legacy_export.csv,legacy,GEORGE CHADWICK,,,,george.chadwick@examplemail.co,,INV1299,,04/02/25,,OPERATIONAL CHECK,,STANDARD,,SOUTH,,MANCHESTER,,United Kingdom,190,,2,,,,,,,
359,,,legacy_export.csv,legacy,SOPHIE HOLLIS,,,,SOPHIE.HOLLIS@EXAMPLEMAIL.CO,,INV1300,,08 Feb 2025,,DEEP CLEANING PACKAGE,,PREMIUM SERVICE,,CENTRAL OFFICE,,BIRMINGHAM,,United Kingdom,225,,1,,,,,,,
360,,,legacy_export.csv,legacy,ARTHUR HARRINGTON,,,,nil,,INV1301,,18 Feb 2025,,STORE REFRESH,,PREM,,CENTRAL,,LEEDZ,,United Kingdom,500,,2,,,,,,,
361,,,legacy_export.csv,legacy,MATILDA CRAWFORD,,,,MATILDA.CRAWFORD@@EXAMPLEMAIL.CO.UK,,INV1302,,28/01/25,,DEEP CLEANING PACKAGE,,PREMIUM,,NORTH,,LEEDZ,,United Kingdom,175,,1,,,,,,,
362,,,legacy_export.csv,legacy,IVY MARLOWE,,00000000000,, ivy.marlowe@examplemail.co.uk ,,INV1303,,2025-02-26,,STORE REFRESH,,PREMIUM,,NORTH BRANCH,,BHAM,,United Kingdom,150,,1,,,,,,,
363,,,legacy_export.csv,legacy,MAX BENNETT,,00447207765664,,nil,,1304,,2025-01-19,,STORE REFRESH,,PREMIUM SERVICE,,NORTH BRANCH,,LEEDS,,United Kingdom,0,,4,,,,,,,
364,,,legacy_export.csv,legacy,ISLA STERLING,,00000000000,,nil,,INV1305,,12 February 2025,,MAINTENANCE VISIT,,BASIC,,CENTRAL HUB,,MANCHESTER ,,United Kingdom,0,,3,,,,,,,
365,,,legacy_export.csv,legacy,EVIE FLETCHER,,,,unknown,,INV1306,,08-02-2025,,MAINTENANCE VISIT,,STD,,SOUTH OFFICE,,MANCHESTER,,United Kingdom,0,,2,,,,,,,
366,,,legacy_export.csv,legacy,THEODORE REDFORD,,00000000000,,THEODORE.REDFORD@EXAMPLEMAIL.CO.UK,,INV1307,,31/01/25,,PREMIUM CONSULTATION,,PREM,,NORTH BRANCH,,BIRMINHAM,,United Kingdom,750,,3,,,,,,,
367,,,legacy_export.csv,legacy,ARTHUR MERCER,,,,unknown,,1308,,24 February 2025,,PRIORITY SERVICE CALL,,PREMIUM SERVICE,,NORTH BRANCH,,BHAM,,United Kingdom,825,,3,,,,,,,
368,,,legacy_export.csv,legacy,MARTHA PRITCHARD,,00000000000,,nil,,INV1309,,21 January 2025,,PREMIUM CONSULTATION,,P,,NORTH HQ,,MANCHESTER,,United Kingdom,175,,1,,,,,,,
369,,,legacy_export.csv,legacy,FLORENCE PRESCOTT,,,, FLORENCE.PRESCOTT@EXAMPLEMAIL.CO.UK ,,INV1310,,21-01-2025,,INVENTORY AUDIT,,STD,,CENTRAL HUB,,BRISTOL CITY,,United Kingdom,380,,4,,,,,,,
370,,,legacy_export.csv,legacy,MATILDA REDFORD,,+44 7593 460 064,,matilda.redford@examplemail.co.uk,,INV1311,,12 Feb 2025,,MAINTENANCE VISIT,,STD,,CENTRAL HUB,,LEEDZ,,United Kingdom,-1100,,4,,,,,,,
371,,,legacy_export.csv,legacy,CHARLOTTE STERLING,,,,unknown,,1312,,10 February 2025,,PRIORITY SERVICE CALL,,PREMIUM SERVICE,,SOUTH,,LEEDZ,,United Kingdom,0,,1,,,,,,,
372,,,legacy_export.csv,legacy,DANIEL MERCER,,00000000000,,daniel.mercer@examplemail.co.uk,,1313,,17-01-2025,,DEEP CLEANING PACKAGE,,P,,CENTRAL HUB,,MANCHESTER,,United Kingdom,500,,2,,,,,,,
373,,,legacy_export.csv,legacy,IMOGEN KENSINGTON,,,,nil,,INV1314,,25/03/25,,PREMIUM CONSULTATION,,PREM,,CENTRAL BRANCH,,MANCHESTER ,,United Kingdom,95,,1,,,,,,,
374,,,legacy_export.csv,legacy,ROSIE COLLINS,,00000000000,,ROSIE.COLLINS@EXAMPLEMAIL.CO,,INV1315,,02 Apr 2025,,ON SITE SETUP,,STD,,NORTH BRANCH,,LEEDS,,United Kingdom,225,,1,,,,,,,
375,,,legacy_export.csv,legacy,DANIEL MERCER,,00000000000,,DANIEL.MERCER@EXAMPLEMAIL.CO.UK,,INV1316,,10 Mar 2025,,DEEP CLEANING PACKAGE,,PREMIUM,,CENTRAL,,MANCHESTER ,,United Kingdom,1000,,4,,,,,,,
376,,,legacy_export.csv,legacy,MAX WHITMORE,,,,MAX.WHITMORE@EXAMPLEMAIL.CO,,INV1317,,27/02/25,,DEEP CLEANING PACKAGE,,PREMIUM SERVICE,,NORTH BRANCH,,LEEDZ,,United Kingdom,525,,3,,,,,,,
377,,,legacy_export.csv,legacy,ARTHUR STERLING,,07721609,,nil,,1318,,14 Feb 2025,,MAINTENANCE VISIT,,BASIC,,CENTRAL HUB,,MANCHESTER ,,United Kingdom,175,,1,,,,,,,
378,,,legacy_export.csv,legacy,THOMAS SINCLAIR,,,,THOMAS.SINCLAIR@EXAMPLEMAIL.CO,,1319,,14 Mar 2025,,MAINTENANCE VISIT,,BASIC,,SOUTH,,LEEDS,,United Kingdom,120,,1,,,,,,,
379,,,manual_intake_forms.xlsx,manual,Clara Bennett 00000000000,,,,,,,,12/03,,maintenance visit,,maintenance visit,,central office,,birmingham,,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
380,,,manual_intake_forms.xlsx,manual,Phoebe Winslow phoebe.winslow@@examplemail.co.uk,,,,,,,,12/03,,installation support,,installation support,,north,,leeds,,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
381,,,manual_intake_forms.xlsx,manual,Zara Sutton,,07581223755,,,,,,tomorrow,,maintenance visit,,maintenance visit,,,,bristol city,,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
382,,,manual_intake_forms.xlsx,manual,Isla Ashcroft,,00447682624278 ,,isla.ashcroft@examplemail.co,,,,tomorrow,,maint visit,,maint visit,,south,,leeds,,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
383,,,manual_intake_forms.xlsx,manual,Henry Templeton 00000000000,,,,henry.templeton@examplemail.co.uk,,,,next fri,,op check,,op check,,north,,bham,,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
384,,,manual_intake_forms.xlsx,manual,Amelia Darlington,,07812308209 ,,amelia.darlington@examplemail.co.uk,,,,next fri,,op check,,op check,,central branch,,leeds,,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
385,,,manual_intake_forms.xlsx,manual,Florence Collins 07679153,,,,florence.collins@examplemail.co.uk,,,,next fri,,store refresh,,store refresh,,south,,,,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
386,,,manual_intake_forms.xlsx,manual,Thomas Sinclair 07463527,,,,thomas.sinclair@examplemail.co,,,,09/02,,deep cleaning package,,deep cleaning package,,south,,leeds,,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
387,,,manual_intake_forms.xlsx,manual,Poppy Sinclair,,+44 7508 157 429,,,,,,14 Mar,,maintenance visit,,maintenance visit,,north,,birmingham,,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested
388,,,manual_intake_forms.xlsx,manual,Florence Chadwick,,,,florence.chadwick@examplemail.co.uk,,,,06/02,,deep cleaning package,,deep cleaning package,,central office,,bristol,,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
389,,,manual_intake_forms.xlsx,manual,Ivy Langley,,+44 7477 698 143,,,,,,19/03,,premium consultation,,premium consultation,,south,,birmingham,,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
390,,,manual_intake_forms.xlsx,manual,Sebastian Sinclair,,00447699226355,,,,,,next fri,,store refresh,,store refresh,,north,,birmingham,,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
391,,,manual_intake_forms.xlsx,manual,Oliver Sinclair,,,,oliver.sinclair@examplemail.co.uk,,,,next fri,,operational check,,operational check,,north,,,,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested
392,,,manual_intake_forms.xlsx,manual,Alfie Fletcher,,,,alfie.fletcher@examplemail.co.uk,,,,08 Feb,,maint visit,,maint visit,,north,,leedz,,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
393,,,manual_intake_forms.xlsx,manual,Arthur Mercer,,07463016614,,,,,,next fri,,dc,,dc,,north,,birmingham,,United Kingdom,,,,,,,,,,New_Customers | asked for callback
394,,,manual_intake_forms.xlsx,manual,Alfie Marlowe alfie.marlowe@@examplemail.co.uk,,,,,,,,tomorrow,,maintenance visit,,maintenance visit,,south,,birmingham,,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
395,,,manual_intake_forms.xlsx,manual,Sebastian Sinclair sebastian.sinclair@@examplemail.co.uk,,00447699226355 ,,,,,,17/01,,operational check,,operational check,,north,,bham,,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
396,,,manual_intake_forms.xlsx,manual,George Blackwell 07161073,,,,,,,,tomorrow,,premium consultation,,premium consultation,,south,,,,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
397,,,manual_intake_forms.xlsx,manual,Jack Bennett,,+44 7903 132 646,,,,,,19/03,,op check,,op check,,central branch,,birmingham,,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
398,,,manual_intake_forms.xlsx,manual,Thomas Sinclair,,+44 7951 078 441,,,,,,20/02,,maint visit,,maint visit,,north,,,,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
399,,,manual_intake_forms.xlsx,manual,Eliza Ellison,,+44 7220 117 054,,,,,,20/03,,customer care review,,customer care review,,south,,bham,,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested
400,,,manual_intake_forms.xlsx,manual,Florence Prescott,,00447630833445 ,,florence.prescott@examplemail.co.uk,,,,next fri,,priority call,,priority call,,,,bristol,,United Kingdom,,,,,,,,,,New_Customers | asked for callback
401,,,manual_intake_forms.xlsx,manual,Isla Sterling,,07685823118 ,,ISLA.STERLING@EXAMPLEMAIL.CO.UK,,,,tomorrow,,maintenance visit,,maintenance visit,,,,,,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
402,,,manual_intake_forms.xlsx,manual,George Chadwick,,00447409268943 ,,george.chadwick@examplemail.co,,,,29/01,,installation support,,installation support,,south,,,,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
403,,,manual_intake_forms.xlsx,manual,Matilda Fletcher 07153921,,,,matilda.fletcher@examplemail.co.uk,,,,next fri,,on site setup,,on site setup,,,,bristol city,,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested
404,,,manual_intake_forms.xlsx,manual,Florence Collins 07679153,,,,florence.collins@examplemail.co.uk,,,,26/01,,customer care review,,customer care review,,south,,,,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
405,,,manual_intake_forms.xlsx,manual,Florence Prescott,,,,florence.prescott@examplemail.co.uk,,,,next fri,,on site setup,,on site setup,,central office,,bristol city,,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
406,,,manual_intake_forms.xlsx,manual,Theodore Bennett,,07927 982 963 ,,THEODORE.BENNETT@EXAMPLEMAIL.CO.UK,,,,21/01,,store refresh,,store refresh,,north,,leedz,,United Kingdom,,,,,,,,,,New_Customers | asked for callback
407,,,manual_intake_forms.xlsx,manual,George Chadwick,,00447409268943 ,,george.chadwick@examplemail.co,,,,04/02,,operational check,,operational check,,south,,,,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested
408,,,manual_intake_forms.xlsx,manual,Samuel Bramwell,,,,samuel.bramwell@examplemail.co.uk,,,,16/01,,premium consultation,,premium consultation,,,,birmingham,,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested
409,,,manual_intake_forms.xlsx,manual,Alfie Marlowe alfie.marlowe@@examplemail.co.uk,,,,,,,,14/03,,store refresh,,store refresh,,south,,birmingham,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
410,,,manual_intake_forms.xlsx,manual,Jack Bennett,,,,jack.bennett@examplemail.co.uk,,,,14/03,,install support,,install support,,central office,,birminham,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
411,,,manual_intake_forms.xlsx,manual,Henry Templeton 00000000000,,,,,,,,14/03,,store refresh,,store refresh,,north,,birmingham,,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
412,,,manual_intake_forms.xlsx,manual,Eleanor Redford 00000000000,,,,,,,,14/03,,maintenance visit,,maintenance visit,,south,,leeds,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
413,,,manual_intake_forms.xlsx,manual,Sebastian Chadwick,,07214 518 079,,,,,,Monday,,setup,,setup,,south,,bristol,,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
414,,,manual_intake_forms.xlsx,manual,Oscar Redford,,07511 872 350,,,,,,07/03,,inventory audit,,inventory audit,,,,,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
415,,,manual_intake_forms.xlsx,manual,Theodore Redford 07575808,,,,,,,,Monday,,operational check,,operational check,,north,,birmingham,,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
416,,,manual_intake_forms.xlsx,manual,Phoebe Hollis,,,,phoebe.hollis@examplemail.co,,,,Monday,,customer care review,,customer care review,,south,,bham,,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
417,,,manual_intake_forms.xlsx,manual,Daniel Collins,,00447813962536,,,,,,14/03,,inventory audit,,inventory audit,,north,,bristol city,,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
418,,,manual_intake_forms.xlsx,manual,Thomas Sinclair thomas.sinclair@@examplemail.co.uk,,,,,,,,next week,,op check,,op check,,north,,,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
419,,,manual_intake_forms.xlsx,manual,Theodore Marlowe theodore.marlowe@@examplemail.co.uk,,,,,,,,Monday,,refresh,,refresh,,,,bristol,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
420,,,manual_intake_forms.xlsx,manual,Eliza Ainsworth 07932894,,,,,,,,14/03,,operational check,,operational check,,,,,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
421,,,manual_intake_forms.xlsx,manual,Ivy Marlowe,,07918 982 730,,,,,,14/03,,store refresh,,store refresh,,north,,bham,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
422,,,manual_intake_forms.xlsx,manual,Ivy Bennett 00000000000,,,,,,,,14/03,,premium consultation,,premium consultation,,north,,bristol,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
423,,,manual_intake_forms.xlsx,manual,Matilda Crawford matilda.crawford@@examplemail.co.uk,,,,,,,,14/03,,deep cleaning package,,deep cleaning package,,north,,leedz,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
424,,,manual_intake_forms.xlsx,manual,Nathan Sinclair,,,,NATHAN.SINCLAIR@EXAMPLEMAIL.CO.UK,,,,next week,,premium consultation,,premium consultation,,south,,leeds,,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
425,,,manual_intake_forms.xlsx,manual,Florence Chadwick,,,,florence.chadwick@examplemail.co.uk,,,,14/03,,maintenance visit,,maintenance visit,,,,bristol city,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
426,,,manual_intake_forms.xlsx,manual,Eleanor Ellison,,,,eleanor.ellison@examplemail.co,,,,next week,,prem consult,,prem consult,,south,,bristol,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
427,,,manual_intake_forms.xlsx,manual,Ivy Marlowe,,07918 982 730,,,,,,12/02,,priority call,,priority call,,north,,birminham,,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
428,,,manual_intake_forms.xlsx,manual,Alice Waverley,,,,ALICE.WAVERLEY@EXAMPLEMAIL.CO.UK,,,,14/03,,premium consultation,,premium consultation,,south,,leeds,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
429,,,manual_intake_forms.xlsx,manual,Phoebe Prescott,,,,phoebe.prescott@examplemail.co,,,,14/01,,operational check,,operational check,,south,,bristol,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
430,,,manual_intake_forms.xlsx,manual,Hugo Ellison,,+44 7930 353 157,,,,,,next week,,priority service call,,priority service call,,south,,bham,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
431,,,manual_intake_forms.xlsx,manual,Martha Sterling,,,,martha.sterling@examplemail.co.uk,,,,28/03,,priority call,,priority call,,north,,,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
432,,,manual_intake_forms.xlsx,manual,George Sutton,,07200 140 141,,,,,,Monday,,refresh,,refresh,,central office,,birmingham,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
433,,,manual_intake_forms.xlsx,manual,Eleanor Redford 00000000000,,,,,,,,13/02,,customer care review,,customer care review,,south,,leeds,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
434,,,manual_intake_forms.xlsx,manual,Samuel Sinclair 00000000000,,,,,,,,14/03,,maintenance visit,,maintenance visit,,,,,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
435,,,manual_intake_forms.xlsx,manual,Martha Pritchard 00000000000,,,,,,,,26/01,,deep cleaning package,,deep cleaning package,,north,,,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
436,,,manual_intake_forms.xlsx,manual,Sebastian Langley,,,,sebastian.langley@examplemail.co,,,,14/03,,refresh,,refresh,,,,leeds,,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
437,,,manual_intake_forms.xlsx,manual,Arthur Mercer arthur.mercer@@examplemail.co.uk,,,,,,,,24/02,,priority service call,,priority service call,,north,,birminham,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
438,,,manual_intake_forms.xlsx,manual,Sophie Bramwell,,,,sophie.bramwell@examplemail.co,,,,14/03,,operational check,,operational check,,south,,,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
