source_row_number,record_id,customer_id,source_file,source_type,customer_name_raw,customer_name_clean,phone_raw,phone_clean,email_raw,email_clean,invoice_no_raw,invoice_no_clean,transaction_date_raw,transaction_date_clean,service_or_product_raw,service_or_product_clean,category_raw,category_clean,branch_raw,branch_clean,city_raw,city_clean,country,amount_raw,amount_clean,quantity,duplicate_flag,missing_field_flag,contact_valid_flag,date_valid_flag,amount_valid_flag,validation_status,review_notes
223,REC-00223,CUST-1109,branch_south.csv,branch,Nathan Bramwell,Nathan Bramwell,07634366,,nathan.bramwell@examplemail.co.uk,nathan.bramwell@examplemail.co.uk,inv 1184,INV-1184,28 March 2025,2025-03-28,Install Support,Installation Support,Basic,Standard,south office,South Branch,Manchester,Manchester,United Kingdom,"350,00",350.0,20.0,,,,,,,
224,REC-00224,CUST-1110,branch_south.csv,branch,Matilda Whitmore,Matilda Whitmore,07438817025,07438817025,matilda.whitmore@@examplemail.co.uk,matilda.whitmore@examplemail.co.uk,,,21/02/25,2025-02-21,on site setup,On Site Setup,STD,Standard,CENTRAL BRANCH,Central Branch,MANCHESTER,Manchester,United Kingdom,350,350.0,20.0,,,,,,,
225,REC-00225,CUST-1111,branch_south.csv,branch,Arthur Mercer,Arthur Mercer,07463016614,07463016614,arthur.mercer@@examplemail.co.uk,arthur.mercer@examplemail.co.uk,INV 1186,INV-1186,2025-02-10,2025-10-02,Operational Check,Operational Check,Basic,Standard,NORTH BRANCH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,700.00,700.0,40.0,,,,,,,
226,REC-00226,CUST-1112,branch_south.csv,branch,hugo winslow,Hugo Winslow,07570040006,07570040006,hugo.winslow@@examplemail.co.uk,hugo.winslow@examplemail.co.uk,,,15 Feb 2025,2025-02-15,Customer Care Review,Customer Care Review,Standard,Standard,central office,Central Office,bristol,Bristol,United Kingdom,£600,600.0,30.0,,,,,,,
227,REC-00227,CUST-1113,branch_south.csv,branch,beatrice bramwell,Beatrice Bramwell,07338 836 384,07338836384,beatrice.bramwell@examplemail.co,beatrice.bramwell@examplemail.co.uk,INV-1188,INV-1188,16 Mar 2025,2025-03-16,customer care review,Customer Care Review,Standard,Standard,North,North Branch,BRISTOL,Bristol,United Kingdom,,,10.0,,,,,,,
228,REC-00228,CUST-1090,branch_south.csv,branch,MATILDA AINSWORTH,Matilda Ainsworth,07126226563,07126226563,matilda.ainsworth@examplemail.co.uk,matilda.ainsworth@examplemail.co.uk,,,26 Feb 2025,2025-02-26,Setup,Setup,Std,Standard,North Branch,North Branch,Manchester,Manchester,United Kingdom,£175,175.0,10.0,,,,,,,
229,REC-00229,CUST-1017,branch_south.csv,branch,George Langley,George Langley,07959629660,07959629660,george.langley@examplemail.co.uk,george.langley@examplemail.co.uk,INV1190,INV-1190,2025-02-12,2025-12-02,DC,Deep Cleaning,P,Premium,CENTRAL BRANCH,Central Branch,LEEDS,Leeds,United Kingdom,"450,00",450.0,30.0,,,,,,,
230,REC-00230,CUST-1087,branch_south.csv,branch,SAMUEL ELLISON,Samuel Ellison,07592080,07925942935,samuel.ellison@@examplemail.co.uk,samuel.ellison@examplemail.co.uk,inv-1191,INV-1191,08 Feb 2025,2025-02-08,CCR,Ccr,Std,Standard,north,North Branch,BIRMINGHAM,Birmingham,United Kingdom,£900,900.0,40.0,,,,,,,phone updated from contact_updates
231,REC-00231,CUST-1101,branch_south.csv,branch,Alfie Ainsworth,Alfie Ainsworth,07386 480 450,07386480450,alfie.ainsworth@examplemail.co.uk,alfie.ainsworth@examplemail.co.uk,INV-1192,INV-1192,02-04-2025,2025-04-02,operational check,Operational Check,STD,Standard,south,South Branch,MANCHESTER,Manchester,United Kingdom,"450,00",450.0,20.0,,,,,,,
232,REC-00232,CUST-1114,branch_south.csv,branch,Edward Prescott,Edward Prescott,07266 211 829,07266211829,EDWARD.PRESCOTT@EXAMPLEMAIL.CO.UK,edward.prescott@examplemail.co.uk,,,20 March 2025,2025-03-20,Inventory Audit,Inventory Audit,Standard,Standard,CENTRAL BRANCH,Central Branch,bristol,Bristol,United Kingdom,,,10.0,,,,,,,
233,REC-00233,CUST-1004,branch_south.csv,branch,EDWARD MARLOWE,Edward Marlowe,07509760,,edward.marlowe@examplemail.co,edward.marlowe@examplemail.co.uk,inv-1194,INV-1194,10 January 2025,2025-01-10,deep cleaning package,Deep Cleaning,P,Premium,North Branch,North Branch,bristol,Bristol,United Kingdom,,,20.0,,,,,,,
234,REC-00234,CUST-1068,branch_south.csv,branch,Florence Chadwick,Florence Chadwick,00447250519597,07250519597,florence.chadwick@examplemail.co.uk,florence.chadwick@examplemail.co.uk,INV-1195,INV-1195,06-02-2025,2025-02-06,Deep Cleaning Package,Deep Cleaning,P,Premium,Central Hub,Central Branch,Bristol City,Bristol,United Kingdom,"285,00",285.0,30.0,,,,,,,
235,REC-00235,CUST-1000,branch_south.csv,branch,Phoebe Winslow,Phoebe Winslow,+44 7879 591 310,07879591310,phoebe.winslow@@examplemail.co.uk,phoebe.winslow@examplemail.co.uk,inv-1196,INV-1196,12-03-2025,2025-03-12,Install Support,Installation Support,Standard,Standard,NORTH BRANCH,North Branch,Leeds,Leeds,United Kingdom,"250,00",250.0,10.0,,,,,,,
236,REC-00236,CUST-1005,branch_south.csv,branch,Daniel Chadwick,Daniel Chadwick,00447336696312,07336696312,daniel.chadwick@@examplemail.co.uk,daniel.chadwick@examplemail.co.uk,inv-1197,INV-1197,18 March 2025,2025-03-18,Deep Cleaning Package,Deep Cleaning,premium service,Premium,Central Hub,Central Branch,Bristol,Bristol,United Kingdom,,,10.0,,,,,,,
237,REC-00237,CUST-1102,branch_south.csv,branch,George Blackwell,George Blackwell,07161073,,george.blackwell@examplemail.co.uk,george.blackwell@examplemail.co.uk,INV 1198,INV-1198,2025-01-22,2025-01-22,Prem Consult,Prem Consult,Premium,Premium,south,South Branch,MANCHESTER,Manchester,United Kingdom,"350,00",350.0,20.0,,,,,,,
238,REC-00238,CUST-1000,branch_south.csv,branch,Phoebe Winslow,Phoebe Winslow,+44 7879 591 310,07879591310,phoebe.winslow@@examplemail.co.uk,phoebe.winslow@examplemail.co.uk,1199,INV-1199,11 Feb 2025,2025-02-11,priority service call,Priority Service Call,Premium,Premium,NORTH BRANCH,North Branch,Leeds,Leeds,United Kingdom,,,40.0,,,,,,,
239,REC-00239,CUST-1115,legacy_export.csv,legacy,FLORENCE CHADWICK,Florence Chadwick,00000000000,,florence.chadwick@examplemail.co.uk,florence.chadwick@examplemail.co.uk,1180,INV-1180,2025-02-27,2025-02-27,MAINTENANCE VISIT,Maintenance Visit,STANDARD,Standard,CENTRAL OFFICE,Central Office,BRISTOL,Bristol,United Kingdom,350,350.0,20.0,,,,,,,
240,REC-00240,CUST-1116,legacy_export.csv,legacy,DANIEL COLLINS,Daniel Collins,00000000000,,daniel.collins@examplemail.co.uk,daniel.collins@examplemail.co.uk,INV1181,INV-1181,10-03-2025,2025-03-10,INVENTORY AUDIT,Inventory Audit,STD,Standard,NORTH,North Branch,BRISTOL,Bristol,United Kingdom,600,600.0,40.0,,,,,,,
241,REC-00241,CUST-1010,legacy_export.csv,legacy,SOPHIE BRAMWELL,Sophie Bramwell,00000000000,07153992714,,sophie.bramwell@examplemail.co.uk,INV1182,INV-1182,11-02-2025,2025-02-11,ON SITE SETUP,On Site Setup,STD,Standard,South Branch,South Branch,Mcr,Manchester,United Kingdom,275,275.0,10.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
242,REC-00242,CUST-1094,legacy_export.csv,legacy,IVY LANGLEY,Ivy Langley,+44 7477 698 143,07477698143,ivy.langley@examplemail.co,ivy.langley@examplemail.co.uk,INV1183,INV-1183,19 March 2025,2025-03-19,PREMIUM CONSULTATION,Premium Consultation,PREMIUM,Premium,SOUTH,South Branch,BIRMINHAM,Birmingham,United Kingdom,750,750.0,30.0,,,,,,,
243,REC-00243,CUST-1109,legacy_export.csv,legacy,NATHAN BRAMWELL,Nathan Bramwell,,,NATHAN.BRAMWELL@EXAMPLEMAIL.CO.UK,nathan.bramwell@examplemail.co.uk,INV1184,INV-1184,28 March 2025,2025-03-28,INSTALLATION SUPPORT,Installation Support,BASIC,Standard,SOUTH,South Branch,MANCHESTER,Manchester,United Kingdom,350,350.0,20.0,,,,,,,
244,REC-00244,CUST-1117,legacy_export.csv,legacy,MATILDA WHITMORE,Matilda Whitmore,,,matilda.whitmore@@examplemail.co.uk,matilda.whitmore@examplemail.co.uk,INV1185,INV-1185,2025-02-21,2025-02-21,ON SITE SETUP,On Site Setup,BASIC,Standard,CENTRAL OFFICE,Central Office,MCR,Manchester,United Kingdom,350,350.0,20.0,,,,,,,
245,REC-00245,CUST-1111,legacy_export.csv,legacy,ARTHUR MERCER,Arthur Mercer,,07463016614,arthur.mercer@@examplemail.co.uk,arthur.mercer@examplemail.co.uk,INV1186,INV-1186,2025-02-10,2025-10-02,OPERATIONAL CHECK,Operational Check,STD,Standard,NORTH BRANCH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,700,700.0,40.0,,,,,,,phone updated from contact_updates
246,REC-00246,CUST-1112,legacy_export.csv,legacy,HUGO WINSLOW,Hugo Winslow,07570040006,07570040006,HUGO.WINSLOW@@EXAMPLEMAIL.CO.UK,hugo.winslow@examplemail.co.uk,INV1187,INV-1187,15-02-2025,2025-02-15,CUSTOMER CARE REVIEW,Customer Care Review,STD,Standard,CENTRAL,Central Branch,BRISTOL,Bristol,United Kingdom,0,0.0,30.0,,,,,,,
247,REC-00247,CUST-1118,legacy_export.csv,legacy,BEATRICE BRAMWELL,Beatrice Bramwell,,,beatrice.bramwell@examplemail.co,beatrice.bramwell@examplemail.co.uk,INV1188,INV-1188,16-03-2025,2025-03-16,CUSTOMER CARE REVIEW,Customer Care Review,STD,Standard,NORTH BRANCH,North Branch,BRISTOL CITY,Bristol,United Kingdom,275,275.0,10.0,,,,,,,
248,REC-00248,CUST-1119,legacy_export.csv,legacy,MATILDA AINSWORTH,Matilda Ainsworth,,,matilda.ainsworth@examplemail.co.uk,matilda.ainsworth@examplemail.co.uk,INV1189,INV-1189,26 February 2025,2025-02-26,ON SITE SETUP,On Site Setup,STANDARD,Standard,NORTH HQ,North Branch,MANCHESTER,Manchester,United Kingdom,175,175.0,10.0,,,,,,,
249,REC-00249,CUST-1120,legacy_export.csv,legacy,GEORGE LANGLEY,George Langley,00000000000,,,,INV1190,INV-1190,12 February 2025,2025-02-12,DEEP CLEANING PACKAGE,Deep Cleaning,P,Premium,CENTRAL,Central Branch,LEEDS,Leeds,United Kingdom,0,0.0,30.0,,,,,,,
250,REC-00250,CUST-1087,legacy_export.csv,legacy,SAMUEL ELLISON,Samuel Ellison,00000000000,07925942935,samuel.ellison@@examplemail.co.uk,samuel.ellison@examplemail.co.uk,INV1191,INV-1191,08/02/25,2025-02-08,CUSTOMER CARE REVIEW,Customer Care Review,STD,Standard,north,North Branch,BIRMINGHAM,Birmingham,United Kingdom,900,900.0,40.0,,,,,,,phone updated from contact_updates
251,REC-00251,CUST-1121,legacy_export.csv,legacy,ALFIE AINSWORTH,Alfie Ainsworth,00000000000,,alfie.ainsworth@examplemail.co.uk,alfie.ainsworth@examplemail.co.uk,1192,INV-1192,2025-04-02,2025-02-04,OPERATIONAL CHECK,Operational Check,BASIC,Standard,SOUTH,South Branch,MANCHESTER,Manchester,United Kingdom,450,450.0,20.0,,,,,,,
252,REC-00252,CUST-1114,legacy_export.csv,legacy,EDWARD PRESCOTT,Edward Prescott,,07266211829,EDWARD.PRESCOTT@EXAMPLEMAIL.CO.UK,edward.prescott@examplemail.co.uk,INV1193,INV-1193,20-03-2025,2025-03-20,INVENTORY AUDIT,Inventory Audit,BASIC,Standard,CENTRAL BRANCH,Central Branch,bristol,Bristol,United Kingdom,95,95.0,10.0,,,,,,,phone updated from contact_updates
253,REC-00253,CUST-1004,legacy_export.csv,legacy,EDWARD MARLOWE,Edward Marlowe,,,,,INV1194,INV-1194,10 January 2025,2025-01-10,DEEP CLEANING PACKAGE,Deep Cleaning,P,Premium,NORTH HQ,North Branch,BRISTOL,Bristol,United Kingdom,240,240.0,20.0,,,,,,,
254,REC-00254,CUST-1115,legacy_export.csv,legacy,FLORENCE CHADWICK,Florence Chadwick,00000000000,,FLORENCE.CHADWICK@EXAMPLEMAIL.CO.UK,florence.chadwick@examplemail.co.uk,INV1195,INV-1195,06/02/25,2025-02-06,DEEP CLEANING PACKAGE,Deep Cleaning,P,Premium,CENTRAL,Central Branch,BRISTOL,Bristol,United Kingdom,285,285.0,30.0,,,,,,,
255,REC-00255,CUST-1000,legacy_export.csv,legacy,PHOEBE WINSLOW,Phoebe Winslow,+44 7879 591 310,07879591310,phoebe.winslow@@examplemail.co.uk,phoebe.winslow@examplemail.co.uk,INV1196,INV-1196,12 Mar 2025,2025-03-12,INSTALLATION SUPPORT,Installation Support,STD,Standard,NORTH BRANCH,North Branch,Leeds,Leeds,United Kingdom,250,250.0,10.0,,,,,,,
256,REC-00256,CUST-1122,legacy_export.csv,legacy,DANIEL CHADWICK,Daniel Chadwick,,,,,INV1197,INV-1197,2025-03-18,2025-03-18,DEEP CLEANING PACKAGE,Deep Cleaning,PREM,Premium,CENTRAL HUB,Central Branch,BRISTOL,Bristol,United Kingdom,250,250.0,10.0,,,,,,,
257,REC-00257,CUST-1102,legacy_export.csv,legacy,GEORGE BLACKWELL,George Blackwell,,,,,INV1198,INV-1198,2025-01-22,2025-01-22,PREMIUM CONSULTATION,Premium Consultation,PREMIUM,Premium,SOUTH,South Branch,MANCHESTER,Manchester,United Kingdom,350,350.0,20.0,,,,,,,
258,REC-00258,CUST-1000,legacy_export.csv,legacy,PHOEBE WINSLOW,Phoebe Winslow,00000000000,07879591310,,phoebe.winslow@examplemail.co.uk,INV1199,INV-1199,11-02-2025,2025-02-11,PRIORITY SERVICE CALL,Priority Service Call,PREMIUM SERVICE,Premium,NORTH BRANCH,North Branch,Leeds,Leeds,United Kingdom,480,480.0,40.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
259,REC-00259,CUST-1082,legacy_export.csv,legacy,IMOGEN KENSINGTON,Imogen Kensington,07624 232 414,07624232414,,imogen.kensington@examplemail.co.uk,1200,INV-1200,09 Mar 2025,2025-03-09,STORE REFRESH,Store Refresh,PREMIUM,Premium,Central Hub,Central Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,20.0,,,,,,,email updated from contact_updates
260,REC-00260,CUST-1123,legacy_export.csv,legacy,LOUIS PRITCHARD,Louis Pritchard,,07841218491,louis.pritchard@examplemail.co,louis.pritchard@examplemail.co.uk,INV1201,INV-1201,03 April 2025,2025-04-03,PREMIUM CONSULTATION,Premium Consultation,PREM,Premium,Central,Central Branch,bristol,Bristol,United Kingdom,0,0.0,40.0,,,,,,,phone updated from contact_updates
261,REC-00261,CUST-1124,legacy_export.csv,legacy,EDWARD HOLLIS,Edward Hollis,,,edward.hollis@examplemail.co,edward.hollis@examplemail.co.uk,1202,INV-1202,11 Mar 2025,2025-03-11,PRIORITY SERVICE CALL,Priority Service Call,PREMIUM SERVICE,Premium,north,North Branch,Bristol,Bristol,United Kingdom,0,0.0,20.0,,,,,,,
262,REC-00262,CUST-1042,legacy_export.csv,legacy,MAX WHITMORE,Max Whitmore,00447604011128,07604011128,MAX.WHITMORE@EXAMPLEMAIL.CO,max.whitmore@examplemail.co.uk,INV1203,INV-1203,02-04-2025,2025-04-02,STORE REFRESH,Store Refresh,P,Premium,NORTH BRANCH,North Branch,LEEDS,Leeds,United Kingdom,175,175.0,10.0,,,,,,,
263,REC-00263,CUST-1041,legacy_export.csv,legacy,AMELIA DARLINGTON,Amelia Darlington,07812308209,07812308209,,amelia.darlington@examplemail.co.uk,INV1204,INV-1204,11-03-2025,2025-03-11,INSTALLATION SUPPORT,Installation Support,STD,Standard,CENTRAL BRANCH,Central Office,Leedz,Leeds,United Kingdom,200,200.0,10.0,,,,,,,email updated from contact_updates
264,REC-00264,CUST-1048,legacy_export.csv,legacy,THOMAS SINCLAIR,Thomas Sinclair,,,,,1205,INV-1205,04/04/25,2025-04-04,INSTALLATION SUPPORT,Installation Support,STANDARD,Standard,NORTH BRANCH,North Branch,MANCHESTER,Manchester,United Kingdom,285,285.0,30.0,,,,,,,
265,REC-00265,CUST-1125,legacy_export.csv,legacy,ALICE LOWTHER,Alice Lowther,00000000000,,ALICE.LOWTHER@@EXAMPLEMAIL.CO.UK,alice.lowther@examplemail.co.uk,INV1206,INV-1206,28 Jan 2025,2025-01-28,INSTALLATION SUPPORT,Installation Support,STD,Standard,CENTRAL OFFICE,Central Office,LEEDS,Leeds,United Kingdom,450,450.0,30.0,,,,,,,
266,REC-00266,CUST-1050,legacy_export.csv,legacy,IVY BENNETT,Ivy Bennett,00000000000,,IVY.BENNETT@EXAMPLEMAIL.CO,ivy.bennett@examplemail.co.uk,INV1207,INV-1207,2025-03-23,2025-03-23,ON SITE SETUP,On Site Setup,STANDARD,Standard,North Branch,North Branch,BRISTOL,Bristol,United Kingdom,600,600.0,40.0,,,,,,,
267,REC-00267,CUST-1126,legacy_export.csv,legacy,SEBASTIAN CHADWICK,Sebastian Chadwick,,,,,INV1208,INV-1208,2025-03-15,2025-03-15,PREMIUM CONSULTATION,Premium Consultation,PREMIUM,Premium,SOUTH OFFICE,South Branch,BRISTOL,Bristol,United Kingdom,250,250.0,10.0,,,,,,,
268,REC-00268,CUST-1127,legacy_export.csv,legacy,ELEANOR HUXLEY,Eleanor Huxley,,,,,INV1209,INV-1209,22-02-2025,2025-02-22,PREMIUM CONSULTATION,Premium Consultation,P,Premium,SOUTH BRANCH,South Branch,BRISTOL,Bristol,United Kingdom,285,285.0,30.0,,,,,,,
269,REC-00269,CUST-1128,legacy_export.csv,legacy,EVIE HUXLEY,Evie Huxley,00000000000,,,,1210,INV-1210,08-03-2025,2025-03-08,MAINTENANCE VISIT,Maintenance Visit,BASIC,Standard,SOUTH,South Branch,BRISTOL,Bristol,United Kingdom,0,0.0,30.0,,,,,,,
270,REC-00270,CUST-1129,legacy_export.csv,legacy,AMELIA BRAMWELL,Amelia Bramwell,,,,,INV1211,INV-1211,2025-03-25,2025-03-25,INVENTORY AUDIT,Inventory Audit,BASIC,Standard,SOUTH OFFICE,South Branch,BRISTOL CITY,Bristol,United Kingdom,525,525.0,30.0,,,,,,,
271,REC-00271,CUST-1023,legacy_export.csv,legacy,HENRY TEMPLETON,Henry Templeton,00000000000,,HENRY.TEMPLETON@EXAMPLEMAIL.CO.UK,henry.templeton@examplemail.co.uk,1212,INV-1212,13 February 2025,2025-02-13,PREMIUM CONSULTATION,Premium Consultation,PREMIUM,Premium,NORTH BRANCH,North Branch,BIRMINHAM,Birmingham,United Kingdom,0,0.0,20.0,,,,,,,
272,REC-00272,CUST-1090,legacy_export.csv,legacy,MATILDA AINSWORTH,Matilda Ainsworth,07126226563,07126226563,MATILDA.AINSWORTH@EXAMPLEMAIL.CO.UK,matilda.ainsworth@examplemail.co.uk,INV1213,INV-1213,23 Jan 2025,2025-01-23,CUSTOMER CARE REVIEW,Customer Care Review,BASIC,Standard,NORTH,North Branch,MANCHESTER,Manchester,United Kingdom,825,825.0,30.0,,,,,,,
273,REC-00273,CUST-1130,legacy_export.csv,legacy,ISLA ASHCROFT,Isla Ashcroft,00000000000,,,,INV1214,INV-1214,23-01-2025,2025-01-23,MAINTENANCE VISIT,Maintenance Visit,STD,Standard,SOUTH OFFICE,South Branch,LEEDS,Leeds,United Kingdom,500,500.0,20.0,,,,,,,
274,REC-00274,CUST-1020,legacy_export.csv,legacy,SAMUEL BLACKWELL,Samuel Blackwell,00000000000,07461203124,samuel.blackwell@examplemail.co,samuel.blackwell@examplemail.co.uk,INV1215,INV-1215,22-03-2025,2025-03-22,PRIORITY SERVICE CALL,Priority Service Call,PREMIUM SERVICE,Premium,central office,Central Branch,bristol,Bristol,United Kingdom,-95,-95.0,10.0,,,,,,,phone updated from contact_updates
275,REC-00275,CUST-1045,legacy_export.csv,legacy,ELEANOR REDFORD,Eleanor Redford,07637 500 247,07637500247,,eleanor.redford@examplemail.co.uk,INV1216,INV-1216,21/03/25,2025-03-21,CUSTOMER CARE REVIEW,Customer Care Review,STD,Standard,south,North Branch,LEEDS,Leeds,United Kingdom,380,380.0,40.0,,,,,,,email updated from contact_updates
276,REC-00276,CUST-1071,legacy_export.csv,legacy,ALFIE MARLOWE,Alfie Marlowe,+44 7872 830 248,07872830248,alfie.marlowe@@examplemail.co.uk,alfie.marlowe@examplemail.co.uk,1217,INV-1217,28 Feb 2025,2025-02-28,STORE REFRESH,Store Refresh,P,Premium,SOUTH,South Branch,BIRMINGHAM,Birmingham,United Kingdom,500,500.0,20.0,,,,,,,
277,REC-00277,CUST-1114,legacy_export.csv,legacy,EDWARD PRESCOTT,Edward Prescott,00000000000,07266211829,,edward.prescott@examplemail.co.uk,1218,INV-1218,13-02-2025,2025-02-13,INVENTORY AUDIT,Inventory Audit,STD,Standard,CENTRAL BRANCH,Central Branch,bristol,Bristol,United Kingdom,600,600.0,40.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
278,REC-00278,CUST-1070,legacy_export.csv,legacy,ROSIE COLLINS,Rosie Collins,00000000000,07352027504,ROSIE.COLLINS@EXAMPLEMAIL.CO,rosie.collins@examplemail.co.uk,1219,INV-1219,06-03-2025,2025-03-06,INVENTORY AUDIT,Inventory Audit,STD,Standard,North,North Branch,Leeds,Leeds,United Kingdom,0,0.0,30.0,,,,,,,phone updated from contact_updates
279,REC-00279,CUST-1004,legacy_export.csv,legacy,EDWARD MARLOWE,Edward Marlowe,07509760,,,,1220,INV-1220,11-02-2025,2025-02-11,CUSTOMER CARE REVIEW,Customer Care Review,BASIC,Standard,NORTH,North Branch,BRISTOL,Bristol,United Kingdom,550,550.0,20.0,,,,,,,
280,REC-00280,CUST-1092,legacy_export.csv,legacy,ISLA TEMPLETON,Isla Templeton,00000000000,,isla.templeton@examplemail.co,isla.templeton@examplemail.co.uk,1221,INV-1221,17/02/25,2025-02-17,INVENTORY AUDIT,Inventory Audit,STD,Standard,CENTRAL,Central Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,30.0,,,,,,,
281,REC-00281,CUST-1131,legacy_export.csv,legacy,THOMAS SUTTON,Thomas Sutton,,,THOMAS.SUTTON@EXAMPLEMAIL.CO,thomas.sutton@examplemail.co.uk,INV1222,INV-1222,21 February 2025,2025-02-21,OPERATIONAL CHECK,Operational Check,BASIC,Standard,CENTRAL OFFICE,Central Office,BHAM,Birmingham,United Kingdom,675,675.0,30.0,,,,,,,
282,REC-00282,CUST-1064,legacy_export.csv,legacy,SAMUEL WHITMORE,Samuel Whitmore,00000000000,,SAMUEL.WHITMORE@EXAMPLEMAIL.CO.UK,samuel.whitmore@examplemail.co.uk,INV1223,INV-1223,12/03/25,2025-03-12,ON SITE SETUP,On Site Setup,BASIC,Standard,central office,Central Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,40.0,,,,,,,
283,REC-00283,CUST-1071,legacy_export.csv,legacy,ALFIE MARLOWE,Alfie Marlowe,+44 7872 830 248,07872830248,,,INV1224,INV-1224,24/03/25,2025-03-24,OPERATIONAL CHECK,Operational Check,BASIC,Standard,SOUTH,South Branch,BHAM,Birmingham,United Kingdom,800,800.0,40.0,,,,,,,
284,REC-00284,CUST-1091,legacy_export.csv,legacy,EVIE CHADWICK,Evie Chadwick,00447462388455,07462388455,EVIE.CHADWICK@EXAMPLEMAIL.CO.UK,evie.chadwick@examplemail.co.uk,INV1225,INV-1225,2025-01-24,2025-01-24,CUSTOMER CARE REVIEW,Customer Care Review,STANDARD,Standard,SOUTH OFFICE,South Branch,LEEDZ,Leeds,United Kingdom,190,190.0,20.0,,,,,,,
285,REC-00285,CUST-1132,legacy_export.csv,legacy,ZARA SUTTON,Zara Sutton,00000000000,,,,1226,INV-1226,07 March 2025,2025-03-07,ON SITE SETUP,On Site Setup,STD,Standard,CENTRAL BRANCH,Central Branch,BRISTOL,Bristol,United Kingdom,0,0.0,40.0,,,,,,,
286,REC-00286,CUST-1133,legacy_export.csv,legacy,FREYA WHITMORE,Freya Whitmore,00000000000,,FREYA.WHITMORE@EXAMPLEMAIL.CO,freya.whitmore@examplemail.co.uk,1227,INV-1227,09 Feb 2025,2025-02-09,MAINTENANCE VISIT,Maintenance Visit,STD,Standard,CENTRAL HUB,Central Branch,BRISTOL,Bristol,United Kingdom,1000,1000.0,40.0,,,,,,,
287,REC-00287,CUST-1023,legacy_export.csv,legacy,HENRY TEMPLETON,Henry Templeton,00000000000,,,,INV1228,INV-1228,27/03/25,2025-03-27,OPERATIONAL CHECK,Operational Check,STD,Standard,NORTH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,380,380.0,40.0,,,,,,,
288,REC-00288,CUST-1081,legacy_export.csv,legacy,ISLA ASHCROFT,Isla Ashcroft,00447682624278,07682624278,,,1229,INV-1229,27/03/25,2025-03-27,PRIORITY SERVICE CALL,Priority Service Call,PREM,Premium,SOUTH,South Branch,LEEDS,Leeds,United Kingdom,450,450.0,20.0,,,,,,,
289,REC-00289,CUST-1134,legacy_export.csv,legacy,BEATRICE HARRINGTON,Beatrice Harrington,00000000000,,BEATRICE.HARRINGTON@EXAMPLEMAIL.CO.UK,beatrice.harrington@examplemail.co.uk,INV1230,INV-1230,2025-01-15,2025-01-15,INSTALLATION SUPPORT,Installation Support,STD,Standard,SOUTH OFFICE,South Branch,LEEDS,Leeds,United Kingdom,0,0.0,30.0,,,,,,,
290,REC-00290,CUST-1092,legacy_export.csv,legacy,ISLA TEMPLETON,Isla Templeton,,,isla.templeton@examplemail.co,isla.templeton@examplemail.co.uk,INV1231,INV-1231,22/01/25,2025-01-22,DEEP CLEANING PACKAGE,Deep Cleaning,PREM,Premium,CENTRAL HUB,Central Branch,MANCHESTER,Manchester,United Kingdom,550,550.0,20.0,,,,,,,
291,REC-00291,CUST-1082,legacy_export.csv,legacy,IMOGEN KENSINGTON,Imogen Kensington,,07624232414,,imogen.kensington@examplemail.co.uk,1232,INV-1232,2025-03-10,2025-10-03,STORE REFRESH,Store Refresh,PREMIUM,Premium,Central Hub,Central Branch,MANCHESTER,Manchester,United Kingdom,285,285.0,30.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
292,REC-00292,CUST-1135,legacy_export.csv,legacy,HARRY CHADWICK,Harry Chadwick,,,,,1233,INV-1233,16 Feb 2025,2025-02-16,PREMIUM CONSULTATION,Premium Consultation,PREMIUM,Premium,NORTH,North Branch,BRISTOL,Bristol,United Kingdom,150,150.0,10.0,,,,,,,
293,REC-00293,CUST-1136,legacy_export.csv,legacy,LUKE HOLLIS,Luke Hollis,00000000000,,,,INV1234,INV-1234,2025-02-22,2025-02-22,MAINTENANCE VISIT,Maintenance Visit,STD,Standard,CENTRAL,Central Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,40.0,,,,,,,
294,REC-00294,CUST-1137,legacy_export.csv,legacy,ALFIE CRAWFORD,Alfie Crawford,,,,,INV1235,INV-1235,07 March 2025,2025-03-07,PREMIUM CONSULTATION,Premium Consultation,PREMIUM SERVICE,Premium,CENTRAL,Central Branch,BRISTOL,Bristol,United Kingdom,0,0.0,10.0,,,,,,,
295,REC-00295,CUST-1075,legacy_export.csv,legacy,ISLA MARLOWE,Isla Marlowe,00000000000,,ISLA.MARLOWE@EXAMPLEMAIL.CO.UK,isla.marlowe@examplemail.co.uk,INV1236,INV-1236,12 January 2025,2025-01-12,PREMIUM CONSULTATION,Premium Consultation,PREMIUM,Premium,CENTRAL,Central Branch,MCR,Manchester,United Kingdom,350,350.0,20.0,,,,,,,
